category,business_id,stars
Mexican,YhQAQhG1IkXJH7oLZMbM9w,1.5
Women's Clothing,4krKemnM4UAcZ2oNarwNrw,3.0
Shopping,4krKemnM4UAcZ2oNarwNrw,3.0
Outlet Stores,4krKemnM4UAcZ2oNarwNrw,3.0
Men's Clothing,4krKemnM4UAcZ2oNarwNrw,3.0
Fashion,4krKemnM4UAcZ2oNarwNrw,3.0
Barbeque,qMmEEvmRvcyJUD5SrKNCtA,3.0
Restaurants,qMmEEvmRvcyJUD5SrKNCtA,3.0
Coffee & Tea,Ei0wJeADbNtwvA9CrvknJw,4.5
Bakeries,Ei0wJeADbNtwvA9CrvknJw,4.5
Desserts,Ei0wJeADbNtwvA9CrvknJw,4.5
Food,Ei0wJeADbNtwvA9CrvknJw,4.5
Ice Cream & Frozen Yogurt,Ei0wJeADbNtwvA9CrvknJw,4.5
Event Photography,16abiGP6ZPeXdz-aEDmQgw,4.5
Photographers,16abiGP6ZPeXdz-aEDmQgw,4.5
Session Photography,16abiGP6ZPeXdz-aEDmQgw,4.5
Event Planning & Services,16abiGP6ZPeXdz-aEDmQgw,4.5
Professional Services,16abiGP6ZPeXdz-aEDmQgw,4.5
Home & Garden,TF4IyHKK05m5rXENCK94nA,4.0
Shopping,TF4IyHKK05m5rXENCK94nA,4.0
Furniture Stores,TF4IyHKK05m5rXENCK94nA,4.0
Antiques,TF4IyHKK05m5rXENCK94nA,4.0
Home Decor,TF4IyHKK05m5rXENCK94nA,4.0
Pawn Shops,g_VAg9LXIiiV2WMnGQCxOA,5.0
Shopping,g_VAg9LXIiiV2WMnGQCxOA,5.0
Antiques,g_VAg9LXIiiV2WMnGQCxOA,5.0
Jewelry,g_VAg9LXIiiV2WMnGQCxOA,5.0
Gold Buyers,g_VAg9LXIiiV2WMnGQCxOA,5.0
Watches,g_VAg9LXIiiV2WMnGQCxOA,5.0
Fashion,ARKB7J0IVDbodnINMuIRXA,2.5
Outdoor Furniture Stores,ARKB7J0IVDbodnINMuIRXA,2.5
Building Supplies,ARKB7J0IVDbodnINMuIRXA,2.5
Appliances & Repair,ARKB7J0IVDbodnINMuIRXA,2.5
Appliances,ARKB7J0IVDbodnINMuIRXA,2.5
Shopping,ARKB7J0IVDbodnINMuIRXA,2.5
Home Services,ARKB7J0IVDbodnINMuIRXA,2.5
Home & Garden,ARKB7J0IVDbodnINMuIRXA,2.5
Hardware Stores,ARKB7J0IVDbodnINMuIRXA,2.5
Department Stores,ARKB7J0IVDbodnINMuIRXA,2.5
Outlet Stores,ARKB7J0IVDbodnINMuIRXA,2.5
Local Services,ARKB7J0IVDbodnINMuIRXA,2.5
Buffets,qS4CaO_u_vMrTl31XJto1A,3.0
Restaurants,qS4CaO_u_vMrTl31XJto1A,3.0
Chinese,qS4CaO_u_vMrTl31XJto1A,3.0
Auto Parts & Supplies,Unf5cncllS4V_CKQmp2V9Q,4.0
Automotive,Unf5cncllS4V_CKQmp2V9Q,4.0
Hair Salons,x4A46frReno0Wg7ZwczHTA,4.0
Makeup Artists,x4A46frReno0Wg7ZwczHTA,4.0
Beauty & Spas,x4A46frReno0Wg7ZwczHTA,4.0
Bridal,x4A46frReno0Wg7ZwczHTA,4.0
Health & Medical,x4A46frReno0Wg7ZwczHTA,4.0
Medical Spas,x4A46frReno0Wg7ZwczHTA,4.0
Skin Care,x4A46frReno0Wg7ZwczHTA,4.0
Shopping,x4A46frReno0Wg7ZwczHTA,4.0
Day Spas,x4A46frReno0Wg7ZwczHTA,4.0
Chinese,NVpbPRDvfwjb85CJwWE0nQ,4.0
Restaurants,NVpbPRDvfwjb85CJwWE0nQ,4.0
Seafood,NVpbPRDvfwjb85CJwWE0nQ,4.0
Noodles,NVpbPRDvfwjb85CJwWE0nQ,4.0
Pizza,LVteL0Rnh2E_yOFCLJUPhg,4.0
Seafood,LVteL0Rnh2E_yOFCLJUPhg,4.0
Restaurants,LVteL0Rnh2E_yOFCLJUPhg,4.0
Mexican,LVteL0Rnh2E_yOFCLJUPhg,4.0
Italian,LVteL0Rnh2E_yOFCLJUPhg,4.0
Burgers,LVteL0Rnh2E_yOFCLJUPhg,4.0
Salad,LVteL0Rnh2E_yOFCLJUPhg,4.0
Greek,LVteL0Rnh2E_yOFCLJUPhg,4.0
Sandwiches,LVteL0Rnh2E_yOFCLJUPhg,4.0
Laundromat,73vXXe4MbpHhq_2_uiHIrQ,5.0
Local Services,73vXXe4MbpHhq_2_uiHIrQ,5.0
Laundry Services,73vXXe4MbpHhq_2_uiHIrQ,5.0
Apartments,IuBhNQjsUb5wjGoji3ziXA,1.5
Shopping Centers,IuBhNQjsUb5wjGoji3ziXA,1.5
Property Management,IuBhNQjsUb5wjGoji3ziXA,1.5
Local Services,IuBhNQjsUb5wjGoji3ziXA,1.5
Commercial Real Estate,IuBhNQjsUb5wjGoji3ziXA,1.5
Real Estate,IuBhNQjsUb5wjGoji3ziXA,1.5
Home Services,IuBhNQjsUb5wjGoji3ziXA,1.5
Shopping,IuBhNQjsUb5wjGoji3ziXA,1.5
Electronics,DxwDYVexldL9HAJAkAoYLA,2.0
Jewelry,DxwDYVexldL9HAJAkAoYLA,2.0
Shopping,DxwDYVexldL9HAJAkAoYLA,2.0
Pawn Shops,DxwDYVexldL9HAJAkAoYLA,2.0
Restaurants,VS4iEul7Rp4jJGcNcKu4FA,3.0
American (Traditional),VS4iEul7Rp4jJGcNcKu4FA,3.0
Bars,VS4iEul7Rp4jJGcNcKu4FA,3.0
Nightlife,VS4iEul7Rp4jJGcNcKu4FA,3.0
Pubs,VS4iEul7Rp4jJGcNcKu4FA,3.0
Sandwiches,VS4iEul7Rp4jJGcNcKu4FA,3.0
Animal Shelters,G1q5MH5z7OKJOnq9nnbzZw,3.5
Pet Adoption,G1q5MH5z7OKJOnq9nnbzZw,3.5
Pets,G1q5MH5z7OKJOnq9nnbzZw,3.5
Vegan,HjLYCBxJti8V-hsP_yVZ3w,4.0
Pakistani,HjLYCBxJti8V-hsP_yVZ3w,4.0
Indian,HjLYCBxJti8V-hsP_yVZ3w,4.0
Vegetarian,HjLYCBxJti8V-hsP_yVZ3w,4.0
Restaurants,HjLYCBxJti8V-hsP_yVZ3w,4.0
American (Traditional),Iuir7lUtx-LMhYtStwyf3Q,4.0
Restaurants,Iuir7lUtx-LMhYtStwyf3Q,4.0
Breakfast & Brunch,Iuir7lUtx-LMhYtStwyf3Q,4.0
Cafes,Iuir7lUtx-LMhYtStwyf3Q,4.0
Bars,Iuir7lUtx-LMhYtStwyf3Q,4.0
Nightlife,Iuir7lUtx-LMhYtStwyf3Q,4.0
Cocktail Bars,Iuir7lUtx-LMhYtStwyf3Q,4.0
Beer,B6GLK-7h305joEgUjXlH-A,3.0
Wine & Spirits,B6GLK-7h305joEgUjXlH-A,3.0
Food,B6GLK-7h305joEgUjXlH-A,3.0
Gutter Services,oFcqP3WFAtXgt162A9FIAg,1.0
Landscape Architects,oFcqP3WFAtXgt162A9FIAg,1.0
Home Services,oFcqP3WFAtXgt162A9FIAg,1.0
Landscaping,oFcqP3WFAtXgt162A9FIAg,1.0
Restaurants,vVm2qH6n4tWzN_qv6PBIVw,3.5
Caribbean,vVm2qH6n4tWzN_qv6PBIVw,3.5
Parks,B5XSoSG3SfvQGtKEGQ1tSQ,4.5
Active Life,B5XSoSG3SfvQGtKEGQ1tSQ,4.5
Veterinarians,Htnv87XCc9GXuE6hKEHnNg,4.0
Pets,Htnv87XCc9GXuE6hKEHnNg,4.0
Burgers,skN2XhKXlcjf53uIwzAedw,3.5
Desserts,skN2XhKXlcjf53uIwzAedw,3.5
Restaurants,skN2XhKXlcjf53uIwzAedw,3.5
Food,skN2XhKXlcjf53uIwzAedw,3.5
Salad,skN2XhKXlcjf53uIwzAedw,3.5
Restaurants,du_yelFmWOZDEyIAE-jdsQ,2.0
Mexican,du_yelFmWOZDEyIAE-jdsQ,2.0
Fast Food,du_yelFmWOZDEyIAE-jdsQ,2.0
Tex-Mex,du_yelFmWOZDEyIAE-jdsQ,2.0
Event Planning & Services,QN7JpoH3Qu-Y-EhXdxrkMQ,5.0
Bed & Breakfast,QN7JpoH3Qu-Y-EhXdxrkMQ,5.0
Hotels,QN7JpoH3Qu-Y-EhXdxrkMQ,5.0
Hotels & Travel,QN7JpoH3Qu-Y-EhXdxrkMQ,5.0
Tobacco Shops,26M-3o8bL-9MWAWKk3yjDQ,3.0
Vape Shops,26M-3o8bL-9MWAWKk3yjDQ,3.0
Shopping,26M-3o8bL-9MWAWKk3yjDQ,3.0
Home Decor,FdA6P5CW6_8okbKwk0tpeA,4.0
Paint Stores,FdA6P5CW6_8okbKwk0tpeA,4.0
Home & Garden,FdA6P5CW6_8okbKwk0tpeA,4.0
Shopping,FdA6P5CW6_8okbKwk0tpeA,4.0
Breweries,nePPSHdai8L7aWmXwOZHEg,4.5
American (New),nePPSHdai8L7aWmXwOZHEg,4.5
Restaurants,nePPSHdai8L7aWmXwOZHEg,4.5
Burgers,nePPSHdai8L7aWmXwOZHEg,4.5
American (Traditional),nePPSHdai8L7aWmXwOZHEg,4.5
Gastropubs,nePPSHdai8L7aWmXwOZHEg,4.5
Brewpubs,nePPSHdai8L7aWmXwOZHEg,4.5
Food,nePPSHdai8L7aWmXwOZHEg,4.5
Fish & Chips,nePPSHdai8L7aWmXwOZHEg,4.5
Restaurants,vLT1KtrA9bWvjFOg-0xVIg,3.5
Gluten-Free,vLT1KtrA9bWvjFOg-0xVIg,3.5
Pizza,vLT1KtrA9bWvjFOg-0xVIg,3.5
Vegan,vLT1KtrA9bWvjFOg-0xVIg,3.5
Fast Food,vLT1KtrA9bWvjFOg-0xVIg,3.5
Trinidadian,y1HgVnt4K5owmYXC5yXLGg,4.5
Caribbean,y1HgVnt4K5owmYXC5yXLGg,4.5
Restaurants,y1HgVnt4K5owmYXC5yXLGg,4.5
Seafood,y1HgVnt4K5owmYXC5yXLGg,4.5
Barbers,o_SARUTRPagpzpaWw6ZQeA,4.5
Beauty & Spas,o_SARUTRPagpzpaWw6ZQeA,4.5
Sandwiches,jBCgQ6nZDsMCWU7eaSxOpw,4.5
Restaurants,jBCgQ6nZDsMCWU7eaSxOpw,4.5
Barbeque,jBCgQ6nZDsMCWU7eaSxOpw,4.5
Food Trucks,jBCgQ6nZDsMCWU7eaSxOpw,4.5
Food,jBCgQ6nZDsMCWU7eaSxOpw,4.5
Food,ixj7fzkBZOvwIphmfbyJMg,5.0
Candy Stores,ixj7fzkBZOvwIphmfbyJMg,5.0
Specialty Food,ixj7fzkBZOvwIphmfbyJMg,5.0
Smog Check Stations,Gvq5Artc4F4M2zmF7ZHeqA,5.0
Wheel & Rim Repair,Gvq5Artc4F4M2zmF7ZHeqA,5.0
Auto Repair,Gvq5Artc4F4M2zmF7ZHeqA,5.0
Auto Parts & Supplies,Gvq5Artc4F4M2zmF7ZHeqA,5.0
Tires,Gvq5Artc4F4M2zmF7ZHeqA,5.0
Automotive,Gvq5Artc4F4M2zmF7ZHeqA,5.0
Oil Change Stations,Gvq5Artc4F4M2zmF7ZHeqA,5.0
Body Shops,Gvq5Artc4F4M2zmF7ZHeqA,5.0
Dog Walkers,x7R0FReViemWjQO581WI5A,5.0
Pet Services,x7R0FReViemWjQO581WI5A,5.0
Health & Medical,x7R0FReViemWjQO581WI5A,5.0
Reiki,x7R0FReViemWjQO581WI5A,5.0
Pet Sitting,x7R0FReViemWjQO581WI5A,5.0
Pets,x7R0FReViemWjQO581WI5A,5.0
Japanese,hfN3l0gJ-XszD1XFGNvA6A,3.0
Restaurants,hfN3l0gJ-XszD1XFGNvA6A,3.0
Food,bA67-1nlrQpuPAowhGnvIw,3.0
Grocery,bA67-1nlrQpuPAowhGnvIw,3.0
Beer,bA67-1nlrQpuPAowhGnvIw,3.0
Wine & Spirits,bA67-1nlrQpuPAowhGnvIw,3.0
Discount Store,bA67-1nlrQpuPAowhGnvIw,3.0
Shopping,bA67-1nlrQpuPAowhGnvIw,3.0
Pizza,vo12FJ4dAdP8Jr4ctFYRkg,4.0
Italian,vo12FJ4dAdP8Jr4ctFYRkg,4.0
Sandwiches,vo12FJ4dAdP8Jr4ctFYRkg,4.0
Restaurants,vo12FJ4dAdP8Jr4ctFYRkg,4.0
Hotels,97yrCvZXdnMhmCtM8qmKFw,3.0
Hotels & Travel,97yrCvZXdnMhmCtM8qmKFw,3.0
Event Planning & Services,97yrCvZXdnMhmCtM8qmKFw,3.0
Teeth Whitening,xS1cKW1BssWSVJ_a59N49Q,3.5
General Dentistry,xS1cKW1BssWSVJ_a59N49Q,3.5
Health & Medical,xS1cKW1BssWSVJ_a59N49Q,3.5
Dentists,xS1cKW1BssWSVJ_a59N49Q,3.5
Beauty & Spas,xS1cKW1BssWSVJ_a59N49Q,3.5
Cosmetic Dentists,xS1cKW1BssWSVJ_a59N49Q,3.5
Oral Surgeons,xS1cKW1BssWSVJ_a59N49Q,3.5
Pediatric Dentists,xS1cKW1BssWSVJ_a59N49Q,3.5
Shopping,KZlc-Tf3hq5X2Z6tenpzDQ,4.0
Shoe Stores,KZlc-Tf3hq5X2Z6tenpzDQ,4.0
Fashion,KZlc-Tf3hq5X2Z6tenpzDQ,4.0
Accessories,KZlc-Tf3hq5X2Z6tenpzDQ,4.0
Women's Clothing,KZlc-Tf3hq5X2Z6tenpzDQ,4.0
Comfort Food,8P7YOM9ThhTvLqXfSWRcRA,3.5
Restaurants,8P7YOM9ThhTvLqXfSWRcRA,3.5
Italian,8P7YOM9ThhTvLqXfSWRcRA,3.5
Asian Fusion,8P7YOM9ThhTvLqXfSWRcRA,3.5
Food,8P7YOM9ThhTvLqXfSWRcRA,3.5
American (New),8P7YOM9ThhTvLqXfSWRcRA,3.5
Noodles,8P7YOM9ThhTvLqXfSWRcRA,3.5
Pasta Shops,8P7YOM9ThhTvLqXfSWRcRA,3.5
Salad,8P7YOM9ThhTvLqXfSWRcRA,3.5
Fast Food,8P7YOM9ThhTvLqXfSWRcRA,3.5
Specialty Food,8P7YOM9ThhTvLqXfSWRcRA,3.5
Shopping,btz66nFIXhjh8Mittev9IA,4.5
Local Flavor,btz66nFIXhjh8Mittev9IA,4.5
Souvenir Shops,btz66nFIXhjh8Mittev9IA,4.5
Active Life,3CTuCLhazl6N8cIonyDkXw,4.0
Golf,3CTuCLhazl6N8cIonyDkXw,4.0
Auto Repair,GUtKfpiIf8V0iSMi9bprVw,4.5
Automotive,GUtKfpiIf8V0iSMi9bprVw,4.5
Automotive,I2CxrvM0BGH1svfxqGGD2g,3.5
Restaurants,I2CxrvM0BGH1svfxqGGD2g,3.5
Sandwiches,I2CxrvM0BGH1svfxqGGD2g,3.5
Bars,I2CxrvM0BGH1svfxqGGD2g,3.5
Nightlife,I2CxrvM0BGH1svfxqGGD2g,3.5
Pubs,I2CxrvM0BGH1svfxqGGD2g,3.5
American (Traditional),I2CxrvM0BGH1svfxqGGD2g,3.5
Burgers,I2CxrvM0BGH1svfxqGGD2g,3.5
Beer Bar,I2CxrvM0BGH1svfxqGGD2g,3.5
Sports Bars,I2CxrvM0BGH1svfxqGGD2g,3.5
Breakfast & Brunch,I2CxrvM0BGH1svfxqGGD2g,3.5
Donuts,wMJlbZt2vOTG_FV96gkRVA,3.5
Food,wMJlbZt2vOTG_FV96gkRVA,3.5
Coffee & Tea,wMJlbZt2vOTG_FV96gkRVA,3.5
Restaurants,wMJlbZt2vOTG_FV96gkRVA,3.5
Delis,RrqRin8BYGrTlJbCDwtLzA,3.5
Gas Stations,RrqRin8BYGrTlJbCDwtLzA,3.5
Food,RrqRin8BYGrTlJbCDwtLzA,3.5
Convenience Stores,RrqRin8BYGrTlJbCDwtLzA,3.5
Restaurants,RrqRin8BYGrTlJbCDwtLzA,3.5
Automotive,RrqRin8BYGrTlJbCDwtLzA,3.5
Coffee & Tea,RrqRin8BYGrTlJbCDwtLzA,3.5
Sandwiches,RrqRin8BYGrTlJbCDwtLzA,3.5
Local Services,ewMNH7OxjqKZUHvZN5JFiw,4.0
Thrift Stores,ewMNH7OxjqKZUHvZN5JFiw,4.0
Donation Center,ewMNH7OxjqKZUHvZN5JFiw,4.0
Shopping,ewMNH7OxjqKZUHvZN5JFiw,4.0
Used,ewMNH7OxjqKZUHvZN5JFiw,4.0
Vintage & Consignment,ewMNH7OxjqKZUHvZN5JFiw,4.0
Fashion,ewMNH7OxjqKZUHvZN5JFiw,4.0
Community Service/Non-Profit,ewMNH7OxjqKZUHvZN5JFiw,4.0
Ranches,vBEeR5ioxlvzKZN_pgnZYA,5.0
Arts & Entertainment,vBEeR5ioxlvzKZN_pgnZYA,5.0
Farms,vBEeR5ioxlvzKZN_pgnZYA,5.0
Fitness & Instruction,mmgLzBE0vjgZGY31EOrPIw,2.0
Health & Medical,mmgLzBE0vjgZGY31EOrPIw,2.0
Weight Loss Centers,mmgLzBE0vjgZGY31EOrPIw,2.0
Active Life,mmgLzBE0vjgZGY31EOrPIw,2.0
Gyms,mmgLzBE0vjgZGY31EOrPIw,2.0
Trainers,mmgLzBE0vjgZGY31EOrPIw,2.0
Health & Medical,IiPiLvUQEffLFGL9O7Z2vg,3.0
Pediatric Dentists,IiPiLvUQEffLFGL9O7Z2vg,3.0
Dentists,IiPiLvUQEffLFGL9O7Z2vg,3.0
General Dentistry,IiPiLvUQEffLFGL9O7Z2vg,3.0
Orthodontists,IiPiLvUQEffLFGL9O7Z2vg,3.0
Health & Medical,ivXaeYqM6NK7Pg9EDUG8lw,2.0
General Dentistry,ivXaeYqM6NK7Pg9EDUG8lw,2.0
Cosmetic Dentists,ivXaeYqM6NK7Pg9EDUG8lw,2.0
Oral Surgeons,ivXaeYqM6NK7Pg9EDUG8lw,2.0
Dentists,ivXaeYqM6NK7Pg9EDUG8lw,2.0
Beer,-ujBP1Dw0j1-Ffaz97-LXQ,4.0
Wine & Spirits,-ujBP1Dw0j1-Ffaz97-LXQ,4.0
Pubs,-ujBP1Dw0j1-Ffaz97-LXQ,4.0
Arts & Entertainment,-ujBP1Dw0j1-Ffaz97-LXQ,4.0
Kombucha,-ujBP1Dw0j1-Ffaz97-LXQ,4.0
Nightlife,-ujBP1Dw0j1-Ffaz97-LXQ,4.0
Wineries,-ujBP1Dw0j1-Ffaz97-LXQ,4.0
Food,-ujBP1Dw0j1-Ffaz97-LXQ,4.0
Bars,-ujBP1Dw0j1-Ffaz97-LXQ,4.0
Beer Bar,-ujBP1Dw0j1-Ffaz97-LXQ,4.0
Auto Detailing,-BDSQ7COGF0tcbWJRkTIZw,2.5
Automotive,-BDSQ7COGF0tcbWJRkTIZw,2.5
Auto Repair,-BDSQ7COGF0tcbWJRkTIZw,2.5
Auto Parts & Supplies,-BDSQ7COGF0tcbWJRkTIZw,2.5
Burgers,Nolwnmtnt5QeDGlS0bsCGQ,4.0
Restaurants,Nolwnmtnt5QeDGlS0bsCGQ,4.0
Fast Food,Nolwnmtnt5QeDGlS0bsCGQ,4.0
Fast Food,25ZRypSbZUHrPe6PFYQ2sw,3.5
Delis,25ZRypSbZUHrPe6PFYQ2sw,3.5
Restaurants,25ZRypSbZUHrPe6PFYQ2sw,3.5
Sandwiches,25ZRypSbZUHrPe6PFYQ2sw,3.5
Flowers & Gifts,IrDV880tvqNdP9RyYtu2ew,4.0
Specialty Food,IrDV880tvqNdP9RyYtu2ew,4.0
Home Decor,IrDV880tvqNdP9RyYtu2ew,4.0
Shopping,IrDV880tvqNdP9RyYtu2ew,4.0
Home & Garden,IrDV880tvqNdP9RyYtu2ew,4.0
Food,IrDV880tvqNdP9RyYtu2ew,4.0
Grocery,IrDV880tvqNdP9RyYtu2ew,4.0
International Grocery,IrDV880tvqNdP9RyYtu2ew,4.0
Gift Shops,IrDV880tvqNdP9RyYtu2ew,4.0
Sandwiches,IgNDlyLERBwFGphgcC5VDQ,2.5
Vegetarian,IgNDlyLERBwFGphgcC5VDQ,2.5
Pizza,IgNDlyLERBwFGphgcC5VDQ,2.5
Food,IgNDlyLERBwFGphgcC5VDQ,2.5
Coffee & Tea,IgNDlyLERBwFGphgcC5VDQ,2.5
Delis,IgNDlyLERBwFGphgcC5VDQ,2.5
Restaurants,IgNDlyLERBwFGphgcC5VDQ,2.5
American (New),IgNDlyLERBwFGphgcC5VDQ,2.5
Couriers & Delivery Services,TLYSUOV-_aL33mAjH5SY9Q,2.0
Professional Services,TLYSUOV-_aL33mAjH5SY9Q,2.0
Local Services,TLYSUOV-_aL33mAjH5SY9Q,2.0
Taxidermy,TLYSUOV-_aL33mAjH5SY9Q,2.0
Beer,BIJz39GnlrVUhrWPiWGECQ,3.5
Wine & Spirits,BIJz39GnlrVUhrWPiWGECQ,3.5
Organic Stores,BIJz39GnlrVUhrWPiWGECQ,3.5
Grocery,BIJz39GnlrVUhrWPiWGECQ,3.5
Fruits & Veggies,BIJz39GnlrVUhrWPiWGECQ,3.5
Specialty Food,BIJz39GnlrVUhrWPiWGECQ,3.5
Food,BIJz39GnlrVUhrWPiWGECQ,3.5
Meat Shops,BIJz39GnlrVUhrWPiWGECQ,3.5
Department Stores,BIJz39GnlrVUhrWPiWGECQ,3.5
Fashion,BIJz39GnlrVUhrWPiWGECQ,3.5
Shopping,BIJz39GnlrVUhrWPiWGECQ,3.5
Discount Store,BIJz39GnlrVUhrWPiWGECQ,3.5
Event Planning & Services,2vAqYNN86VWXZiy2E96-TQ,3.0
Caterers,2vAqYNN86VWXZiy2E96-TQ,3.0
Fast Food,2vAqYNN86VWXZiy2E96-TQ,3.0
Restaurants,2vAqYNN86VWXZiy2E96-TQ,3.0
Chicken Shop,2vAqYNN86VWXZiy2E96-TQ,3.0
Pizza,wUEbysNWCtMSQAio6Ktn6Q,3.0
Restaurants,wUEbysNWCtMSQAio6Ktn6Q,3.0
Italian,wUEbysNWCtMSQAio6Ktn6Q,3.0
Coffee & Tea,QpPc51mH86xyrRmnFijpTQ,4.5
Juice Bars & Smoothies,QpPc51mH86xyrRmnFijpTQ,4.5
Food,QpPc51mH86xyrRmnFijpTQ,4.5
Bars,W4ZEKkva9HpAdZG88juwyQ,4.0
Breakfast & Brunch,W4ZEKkva9HpAdZG88juwyQ,4.0
Restaurants,W4ZEKkva9HpAdZG88juwyQ,4.0
Barbeque,W4ZEKkva9HpAdZG88juwyQ,4.0
Cajun/Creole,W4ZEKkva9HpAdZG88juwyQ,4.0
Cafes,W4ZEKkva9HpAdZG88juwyQ,4.0
Cocktail Bars,W4ZEKkva9HpAdZG88juwyQ,4.0
Nightlife,W4ZEKkva9HpAdZG88juwyQ,4.0
Restaurants,fVPPZWf5QghlCLYRYec1rg,3.5
Chinese,fVPPZWf5QghlCLYRYec1rg,3.5
Property Management,wYnM2hu7l83HeRDZCr1HfQ,1.0
Real Estate,wYnM2hu7l83HeRDZCr1HfQ,1.0
Home Services,wYnM2hu7l83HeRDZCr1HfQ,1.0
Real Estate,FjtPj2oChFsqSzNt8hnbTw,4.0
Apartments,FjtPj2oChFsqSzNt8hnbTw,4.0
Home Services,FjtPj2oChFsqSzNt8hnbTw,4.0
Hotels & Travel,nazEG-Y2LF4nL4bIIz7DKg,3.5
RV Parks,nazEG-Y2LF4nL4bIIz7DKg,3.5
Campgrounds,nazEG-Y2LF4nL4bIIz7DKg,3.5
Beauty & Spas,srXG3AiVC1HN1-W4Wza4Aw,3.5
Tanning,srXG3AiVC1HN1-W4Wza4Aw,3.5
Nail Salons,srXG3AiVC1HN1-W4Wza4Aw,3.5
Hair Salons,srXG3AiVC1HN1-W4Wza4Aw,3.5
Waxing,srXG3AiVC1HN1-W4Wza4Aw,3.5
Hair Removal,srXG3AiVC1HN1-W4Wza4Aw,3.5
Donuts,sZyBB8wv0O1We1x40-Edug,2.5
Food,sZyBB8wv0O1We1x40-Edug,2.5
Bagels,sZyBB8wv0O1We1x40-Edug,2.5
Coffee & Tea,sZyBB8wv0O1We1x40-Edug,2.5
Sandwiches,vuL3QCjFZ7lU5LMdUAmZ9Q,1.5
Fast Food,vuL3QCjFZ7lU5LMdUAmZ9Q,1.5
Restaurants,vuL3QCjFZ7lU5LMdUAmZ9Q,1.5
Restaurants,eFMPUHyo-XKACgJx46unaA,2.5
Food,eFMPUHyo-XKACgJx46unaA,2.5
Bakeries,eFMPUHyo-XKACgJx46unaA,2.5
Music & DVDs,kJXpZfEneOByy7WoVZEW8w,5.0
Shopping,kJXpZfEneOByy7WoVZEW8w,5.0
Vinyl Records,kJXpZfEneOByy7WoVZEW8w,5.0
Books,kJXpZfEneOByy7WoVZEW8w,5.0
Mags,kJXpZfEneOByy7WoVZEW8w,5.0
Music & Video,kJXpZfEneOByy7WoVZEW8w,5.0
Movers,ArbuPK9NngFSgZ_-f6EPkg,3.5
Home Services,ArbuPK9NngFSgZ_-f6EPkg,3.5
Junk Removal & Hauling,ArbuPK9NngFSgZ_-f6EPkg,3.5
Local Services,ArbuPK9NngFSgZ_-f6EPkg,3.5
Nightlife,3swM60bulnut1d4AZti80Q,3.5
American (New),3swM60bulnut1d4AZti80Q,3.5
Music Venues,3swM60bulnut1d4AZti80Q,3.5
Restaurants,3swM60bulnut1d4AZti80Q,3.5
Breakfast & Brunch,3swM60bulnut1d4AZti80Q,3.5
Arts & Entertainment,3swM60bulnut1d4AZti80Q,3.5
Bars,3swM60bulnut1d4AZti80Q,3.5
American (Traditional),3swM60bulnut1d4AZti80Q,3.5
Sports Bars,3swM60bulnut1d4AZti80Q,3.5
Dive Bars,3swM60bulnut1d4AZti80Q,3.5
Pool Halls,3swM60bulnut1d4AZti80Q,3.5
Beauty & Spas,GhBM8Aqfeeel8rW4S88iAQ,4.5
Nail Salons,GhBM8Aqfeeel8rW4S88iAQ,4.5
Car Dealers,4g73Q9mMpttLwGTIuCZSxA,3.0
Used Car Dealers,4g73Q9mMpttLwGTIuCZSxA,3.0
Automotive,4g73Q9mMpttLwGTIuCZSxA,3.0
Restaurants,4fUok5d5vgdQEb1Bzzg0rA,3.5
Italian,4fUok5d5vgdQEb1Bzzg0rA,3.5
Soup,4fUok5d5vgdQEb1Bzzg0rA,3.5
Bars,4fUok5d5vgdQEb1Bzzg0rA,3.5
Salad,4fUok5d5vgdQEb1Bzzg0rA,3.5
Nightlife,4fUok5d5vgdQEb1Bzzg0rA,3.5
Wine Bars,4fUok5d5vgdQEb1Bzzg0rA,3.5
Active Life,Nqt7oPtEvmoBZRag5ASQRA,3.5
Skating Rinks,Nqt7oPtEvmoBZRag5ASQRA,3.5
Auto Repair,pYscac0LOY0UTu6zuC4VAA,2.5
Automotive,pYscac0LOY0UTu6zuC4VAA,2.5
Oil Change Stations,pYscac0LOY0UTu6zuC4VAA,2.5
Tires,pYscac0LOY0UTu6zuC4VAA,2.5
Rehabilitation Center,zKBIdA2j49REmU2bFR1mdw,5.0
Health & Medical,zKBIdA2j49REmU2bFR1mdw,5.0
Physical Therapy,zKBIdA2j49REmU2bFR1mdw,5.0
Doctors,zKBIdA2j49REmU2bFR1mdw,5.0
Sports Medicine,zKBIdA2j49REmU2bFR1mdw,5.0
Flowers & Gifts,AKFahOtdDQA7NVXZyDajCA,4.0
Shopping,AKFahOtdDQA7NVXZyDajCA,4.0
Specialty Food,AKFahOtdDQA7NVXZyDajCA,4.0
Beer,AKFahOtdDQA7NVXZyDajCA,4.0
Wine & Spirits,AKFahOtdDQA7NVXZyDajCA,4.0
Food,AKFahOtdDQA7NVXZyDajCA,4.0
Grocery,AKFahOtdDQA7NVXZyDajCA,4.0
Florists,AKFahOtdDQA7NVXZyDajCA,4.0
Japanese,bdth7r1brx9yRU7sYwF9jQ,4.0
Asian Fusion,bdth7r1brx9yRU7sYwF9jQ,4.0
Wine Bars,bdth7r1brx9yRU7sYwF9jQ,4.0
Bars,bdth7r1brx9yRU7sYwF9jQ,4.0
